step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
10.0,32,0,0,0,32,0,0.0,0.0,13.277500535729962,0,0.0,0.987565845456772,0,0.0,0.9880099097795851,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9874274439805427,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9885156863411448,0,0.0,0.9863645190835989,0,0.0,0.9863294600645798,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8473636305488963,0,0.0,1.0,0,0.0
20.0,56,0,6,0,56,0,17.0,0.30357142857142855,11.73047858080722,3,10.0,0.6578731118224601,3,7.0,0.6078511834640101,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9632906974575641,0,0.0,0.9489731268796299,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9596104262259717,0,0.0,0.9910805438709024,0,0.0,0.9795887857853156,0,0.0,0.9598050134211404,0,0.0,0.9770310421390384,0,0.0,0.9728875314981934,0,0.0,0.9554545185811077,0,1.0,0.9810769761740559,6,18.0
30.0,80,0,21,0,80,0,64.0,0.8,8.133843256046111,2,7.0,0.6244819357497057,2,5.0,0.5322868043322787,0,0.0,0.9573476720658697,0,0.0,0.9775422123071523,3,13.0,0.4123584213607043,2,5.0,0.0036302597614078676,0,0.0,1.0,0,0.0,1.0,3,12.0,0.47883869374886745,0,0.0,0.9335146153079285,2,15.0,0.6126158346130564,2,13.0,0.6706846717878886,0,0.0,1.0,0,0.0,0.9798327941558065,2,8.0,0.5305545979728828,3,5.0,0.05910002419176035,21,83.0
40.0,112,0,31,0,112,0,241.0,2.1517857142857144,8.502192022891197,5,46.0,0.5293278039879079,2,6.0,0.5152834248763948,2,4.0,0.009147075539734017,2,2.0,0.6555668102885552,6,60.0,0.2825506154150155,0,0.0,1.0,0,7.0,0.966863407292382,0,0.0,1.0,0,7.0,0.8780438624059733,0,0.0,0.9520785846155416,7,51.0,0.4817077166123104,3,29.0,0.42705127042237095,0,8.0,0.8357375570222526,0,0.0,0.9370204578506146,0,0.0,0.8993995298253007,4,49.0,0.6039674472794065,31,269.0
50.0,136,0,38,0,136,0,455.0,3.3455882352941178,8.074161780856025,1,7.0,0.6468166742945731,0,18.0,0.8591195545558067,0,0.0,0.9512363028450269,0,0.0,0.862759121380764,11,145.0,0.29321669001985823,0,0.0,0.9045647631152401,2,13.0,0.489191731304539,0,4.0,0.9144717182475883,4,17.0,0.4477324335206297,0,0.0,0.9503992662684724,11,139.0,0.2585357486779323,3,66.0,0.5457148869837791,0,0.0,0.8214320467596948,0,0.0,0.9452560870513882,1,3.0,0.7727389214930845,5,91.0,0.33175078562370985,38,503.0
60.0,160,0,62,0,160,0,919.0,5.74375,6.911680817294771,6,35.0,0.4380394902336421,2,20.0,0.4360841160762087,0,0.0,0.43935086847801685,2,8.0,0.5715629564905246,14,267.0,0.3203737711098204,0,0.0,0.8608501412258934,3,36.0,0.0,0,0.0,0.8398569663540897,0,0.0,0.9708057631366971,1,1.0,0.5552878565485061,14,265.0,0.29157125570051134,3,89.0,0.5894932161005645,1,17.0,0.7293326117840542,0,0.0,0.9660699216859082,5,36.0,0.5036277749245712,11,191.0,0.20047472637299296,62,965.0
70.0,185,0,90,7,192,0,1694.0,9.156756756756756,5.97164433574556,10,120.0,0.372558200511643,6,72.0,0.38940807174007597,0,2.0,0.9335412135754362,3,29.0,0.41029411719382514,18,427.0,0.2245178613385715,5,17.0,0.26102625988448364,3,69.0,0.5817343125758832,0,0.0,1.0,2,10.0,0.4659496548626806,4,35.0,0.5178039718964462,17,420.0,0.22721400094954972,3,119.0,0.5651834407569479,0,1.0,0.8805202606610151,0,0.0,0.9371090759904425,8,109.0,0.4262546488221171,11,301.0,0.3579730725403925,90,1731.0
80.0,198,0,96,18,216,0,2329.0,11.762626262626263,5.79317808212024,14,240.0,0.28393771273394847,6,132.0,0.37962492044150353,2,7.0,0.38852827828356995,0,0.0,0.7215139478274032,21,622.0,0.1374807941356879,0,0.0,0.7899386821715125,3,96.0,0.23928103928941405,0,11.0,0.8686771506130881,0,0.0,0.8507796643756593,4,15.0,0.4035285225733292,21,618.0,0.19144698260433432,2,9.0,0.41488276022927684,0,16.0,0.8901226697192571,0,0.0,1.0,12,212.0,0.3647281667589659,11,411.0,0.0,96,2389.0
90.0,208,0,85,32,240,0,2254.0,10.836538461538462,6.423461467973673,17,398.0,0.2332904973814011,1,3.0,0.5757147003948616,0,2.0,0.7869580228596514,0,0.0,0.93057460693343,25,855.0,0.2079032323961549,0,0.0,0.8638942666536418,0,12.0,0.8505929254889413,0,8.0,0.9146949153874804,0,18.0,0.8847684831054164,0,0.0,0.8684075463150374,13,440.0,0.1978287585821738,0,18.0,0.8291900855289263,2,13.0,0.646188063754078,0,12.0,0.8081028969549893,16,354.0,0.10257575554841299,11,530.0,0.31546970187656576,85,2663.0
100.0,225,0,96,47,272,0,2940.0,13.066666666666666,5.953775635701184,21,591.0,0.2113884808840826,0,0.0,0.9328309058324746,1,8.0,0.6228329973987157,0,0.0,0.9775532029712765,29,1125.0,0.07566921023910607,0,0.0,0.9329718783173967,0,3.0,0.880758092387231,2,10.0,0.23442612375819905,1,20.0,0.5007984196936521,0,0.0,0.9571987101254946,7,433.0,0.31499518867927323,1,24.0,0.6700169755723792,3,37.0,0.48763102310628886,0,3.0,0.8669579553609142,20,548.0,0.24348352793345385,11,631.0,0.23219424110818973,96,3433.0
110.0,231,0,131,65,296,0,3384.0,14.64935064935065,4.578178296052311,25,820.0,0.14269723791043104,2,10.0,0.42943434537018643,0,18.0,0.6936562039187909,1,2.0,0.3785755884605511,32,1432.0,0.10883407529973145,0,0.0,0.967605622787599,1,11.0,0.7699137326638398,3,40.0,0.0,2,8.0,0.5082753204217013,0,10.0,0.8932178062915653,22,579.0,0.16970549059757603,8,75.0,0.1105505486108593,3,67.0,0.23545700565757455,5,25.0,0.3814239911289311,23,753.0,0.19648912552894202,4,288.0,0.39797295876327027,131,4138.0
120.0,246,1,139,73,319,0,4609.0,18.735772357723576,4.856899157177618,28,1085.0,0.10766247953708198,0,0.0,0.8670177273536721,1,20.0,0.3097248989280909,0,18.0,0.8876372539529799,36,1774.0,0.1285471237798243,0,10.0,0.822980181744753,0,2.0,0.8545385814947684,3,72.0,0.5239642169180071,0,0.0,0.8731085103717766,2,13.0,0.5762197077015874,27,829.0,0.13691735713174338,8,164.0,0.34499315748596804,3,104.0,0.5889142410585833,0,2.0,0.5337328572522538,27,1007.0,0.11718153611502305,4,240.0,0.39118633353171733,139,5340.0
130.0,264,3,141,85,349,0,4526.0,17.143939393939394,5.017969529305315,32,1388.0,0.11882083264912228,0,0.0,0.9491480299655705,7,76.0,0.3328896085946709,0,8.0,0.9158161331630749,27,1538.0,0.12596040954450302,0,18.0,0.8230643491301214,0,0.0,0.9560536174984561,3,100.0,0.5873281485258932,2,7.0,0.5708416985636796,0,0.0,0.8721982909957123,31,1123.0,0.13186417728050606,1,54.0,0.4690891940113089,3,145.0,0.6598325455973096,0,9.0,0.8398280693210687,31,1300.0,0.13144579202653164,4,280.0,0.0,141,6046.0
