step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
140.0,268,6,125,102,370,0,3664.0,13.671641791044776,4.60721042286016,22,1193.0,0.16324426654743396,3,30.0,0.6209359852384009,0,11.0,0.5494275588202423,0,18.0,0.8094747985320017,14,1594.0,0.21740502557711555,2,20.0,0.2120633332687008,1,1.0,0.006600710034749739,1,8.0,0.5639794163556648,0,0.0,0.899061850053847,3,21.0,0.47985800466574524,34,1450.0,0.012265277170690184,1,7.0,0.4787232189485663,5,177.0,0.43352881555696354,0,5.0,0.87996771281095,35,1630.0,0.0839964350577754,4,328.0,0.49913955918447517,125,6493.0
150.0,269,11,116,120,389,0,3194.0,11.87360594795539,4.819440561747041,10,1176.0,0.19942390462560206,1,16.0,0.5379152614916206,0,10.0,0.8561929145630424,2,21.0,0.4588683952914866,22,1764.0,0.09636588669662274,7,76.0,1.0451240414665212e-06,1,12.0,0.76133093384831,0,0.0,0.6094998430125489,2,3.0,0.5326300974753645,0,0.0,0.8653952850183444,22,1256.0,0.20622551724185598,1,42.0,0.781232805393135,10,258.0,0.2140957998825533,0,10.0,0.8743024600411298,36,1988.0,0.04929979460936588,2,12.0,0.3752817954728348,116,6644.0
160.0,278,21,118,133,411,0,2197.0,7.902877697841727,5.4820298345037735,20,1316.0,0.1463274631361607,8,79.0,0.31973554096603163,2,13.0,0.5345750776718585,3,14.0,0.58940759372866,34,2045.0,0.0006696231468667407,7,156.0,0.3856295129965431,0,0.0,0.9243953405718599,0,0.0,0.9959603149136657,0,0.0,0.9782268068815331,0,0.0,0.9563263071018506,7,715.0,0.3225949694281167,3,49.0,0.6254203292093269,10,364.0,0.3325888548719431,0,0.0,0.917382933610102,24,1704.0,0.07788664424195989,0,21.0,0.7559631721690262,118,6476.0
170.0,278,26,131,152,430,0,2242.0,8.06474820143885,4.815186808130871,34,1594.0,0.11643846474928608,2,27.0,0.5414495129097732,4,52.0,0.41228454441147316,0,0.0,0.924134295043859,36,2408.0,0.04960227413490862,7,216.0,0.5046608277687881,0,0.0,0.924482096081177,0,7.0,0.834303394619261,2,26.0,0.681331468047396,0,0.0,0.9400095033014849,7,689.0,0.32497964369130683,14,135.0,0.01747095852223272,10,460.0,0.13625462872935323,0,0.0,0.9493537359040851,14,1877.0,0.20580130547014286,1,19.0,0.5451391878804964,131,7510.0
180.0,291,23,125,166,457,0,2369.0,8.140893470790378,4.809199095642594,26,1348.0,0.13251568862922178,0,18.0,0.8247736376708742,4,92.0,0.4503120378226978,0,0.0,0.9384168922448052,24,2018.0,0.0651607173493105,7,304.0,0.5614266033195263,0,0.0,0.9540910807312065,0,0.0,0.8072999259928364,2,22.0,0.529904968080173,0,0.0,0.9704855006209163,18,816.0,0.10049785903343461,19,322.0,0.20451968732955378,10,565.0,0.33270318251878067,0,0.0,0.9430452354205947,9,1413.0,0.23149782455121462,6,88.0,0.4562513821555912,125,7006.0
190.0,298,33,120,181,479,0,1713.0,5.748322147651007,4.483949551085503,12,1413.0,0.196209475789508,3,17.0,0.5718190685391409,3,13.0,6.752079744859491e-05,0,10.0,0.8834313588367643,13,2179.0,0.19621733050005194,10,379.0,0.15921766679782637,0,0.0,0.5669055340658827,0,0.0,0.9089228127048745,8,86.0,0.5009175867955822,0,0.0,0.9715771406301879,31,1085.0,0.13112763839373684,19,506.0,0.1228105178402115,2,183.0,0.4768006465158142,0,18.0,0.8521671652219732,10,1409.0,0.15945122144600443,9,157.0,0.1702555303443387,120,7455.0
200.0,306,34,136,196,502,0,2579.0,8.428104575163399,4.396439283202396,7,1007.0,0.19642673583144366,2,34.0,0.7049402529087001,0,11.0,0.888339633110356,2,7.0,0.4763876926804655,6,1616.0,0.2608752659849676,13,525.0,0.2698777183643092,0,7.0,0.8980242603126124,0,0.0,1.0,11,172.0,0.18002269598204718,0,0.0,0.9498660325878183,36,1428.0,0.07658480529331488,19,706.0,0.21454089826463943,3,148.0,0.45949679118343045,3,22.0,0.5934022010866599,21,1562.0,0.11504519019011424,13,284.0,0.24399412380747684,136,7529.0
210.0,311,38,142,211,522,0,2784.0,8.95176848874598,4.004093256149298,11,984.0,0.18327773795448624,3,56.0,0.368569776399604,2,32.0,0.6248399288764022,0,7.0,0.8417405640877137,11,1574.0,0.14072646812661735,17,668.0,0.04780143890339801,1,5.0,0.09311339697025056,0,4.0,0.9592802670938375,13,301.0,0.22483140964862888,0,0.0,0.9912261315094321,36,1792.0,0.1189507151822181,4,526.0,0.31616887961386275,3,195.0,0.6538064748209879,2,13.0,0.608348983312181,34,1842.0,0.12518377861963087,5,150.0,0.169279781738915,142,8149.0
220.0,325,45,167,222,547,0,3349.0,10.304615384615385,3.9516513617482953,6,662.0,0.21710080278448327,9,151.0,0.4990927621570931,13,93.0,0.39108626764818416,0,0.0,0.910997283645376,21,1729.0,0.19507732246894977,20,864.0,3.6207697743718157e-07,0,0.0,1.0,0,0.0,0.919334186039599,13,431.0,0.22442947704370217,3,8.0,0.5384066452720201,24,1546.0,0.08655626251481881,6,432.0,0.3800737170803777,7,233.0,0.36483030522738624,4,18.0,0.024086699415136963,36,2201.0,6.391278280573535e-07,5,79.0,0.46140753375641724,167,8447.0
230.0,328,50,136,238,566,0,2612.0,7.963414634146342,4.544030436324061,11,710.0,0.179771398532829,12,250.0,0.20525010695891888,6,105.0,0.16000877565240482,1,19.0,0.7814620045198696,35,2009.0,0.02172976925560093,20,1078.0,0.19103236571555143,0,18.0,0.8410239385669217,0,0.0,0.9148524677198707,1,223.0,0.4467725617631414,0,18.0,0.8711531224869168,11,975.0,0.319986647779779,15,539.0,0.29963345980817585,2,36.0,0.3482987813190355,0,25.0,0.784311728086346,22,1808.0,0.07304717169333366,0,24.0,0.7311407871429181,136,7837.0
240.0,338,54,159,248,586,0,3298.0,9.757396449704142,4.959291857205249,24,880.0,0.13444019847081318,15,398.0,0.2053939987318368,8,105.0,0.0,2,13.0,0.6491602699196352,36,2368.0,2.3153279540637391e-07,20,1268.0,0.32437842196501576,0,8.0,0.870153930823457,0,2.0,0.8808153866565037,6,212.0,0.3853753507639083,3,17.0,0.536798665722092,6,811.0,0.31819856646217354,27,750.0,0.0914680080237571,5,52.0,0.41073507481696475,1,20.0,0.6311085615043077,5,1015.0,0.43735175917791735,1,19.0,0.6976744384472774,159,7938.0
250.0,353,57,157,262,615,0,3767.0,10.671388101983004,5.006525979491848,36,1184.0,0.10992586001904114,15,548.0,0.20686212289647396,0,47.0,0.8047651016860655,2,47.0,0.7281030820910375,22,1889.0,0.17472867715092236,20,1482.0,0.298121494049004,0,0.0,0.9015409605297743,0,0.0,0.9214078461177199,2,5.0,0.5350290787855669,2,32.0,0.7555670654483178,10,582.0,0.2230485077162063,29,1058.0,0.1758380981845275,0,0.0,0.6063446702442723,10,77.0,0.294761682480148,8,883.0,0.32476125304556525,1,2.0,0.3613799006409545,157,7836.0
260.0,358,53,156,285,643,0,3634.0,10.150837988826815,4.2925465106000935,24,1004.0,0.148170868229945,1,345.0,0.5473421154946656,2,18.0,0.3981029434410107,4,74.0,0.5182176902425024,6,974.0,0.3052289153161259,27,1715.0,0.17503258341604694,1,7.0,0.0,0,0.0,0.9356378666287227,0,18.0,0.8630569213531618,5,59.0,0.3363598277740718,10,602.0,0.1533826779325607,35,1389.0,0.05082095713882438,3,20.0,0.5915183607595248,11,178.0,0.3267783727730169,19,1033.0,0.20953056641371628,8,31.0,0.2671003130262422,156,7467.0
270.0,365,52,192,303,668,0,4582.0,12.553424657534247,4.053597082298418,10,609.0,0.32215069445804795,8,281.0,0.3589609637969351,3,26.0,0.577682559713059,10,161.0,0.14457712571583178,10,1020.0,0.31670159621014404,36,2048.0,0.13557133485578554,0,9.0,0.8300251274762632,0,0.0,0.9639091877558152,2,16.0,0.6116021326781208,8,134.0,0.42462451112469396,23,761.0,0.0427682120106372,35,1742.0,0.11026665543153924,0,0.0,0.7429285347362061,4,107.0,0.4295045599829133,32,1294.0,0.16493674596857882,11,137.0,0.15236356163048131,192,8345.0
280.0,381,56,235,315,696,0,6497.0,17.05249343832021,3.609031316762164,7,526.0,0.3635835435851907,19,416.0,0.14239987916151156,3,49.0,0.43528937929401373,14,309.0,0.2514891648219273,22,1182.0,0.21451603127803617,36,2408.0,0.07435189227593333,0,2.0,0.8650064195092286,1,1.0,0.5704448568129885,3,22.0,0.5773957673535759,8,214.0,0.30335488692609014,35,1073.0,0.12281551187273079,35,2089.0,0.11573041378944877,1,16.0,0.761358075656195,4,92.0,0.4014355020659097,36,1635.0,0.024306399609291738,11,247.0,0.19812628698613924,235,10281.0
290.0,391,52,207,333,724,0,4528.0,11.580562659846548,3.8422023132345537,19,652.0,0.17764457430801717,25,655.0,0.12955936080997568,3,81.0,0.543248651013921,1,177.0,0.43280224355912067,34,1470.0,0.05232073962584454,22,1835.0,0.11503828980970744,3,36.0,0.5314153142142517,0,0.0,1.0,3,52.0,0.5369509933319074,3,88.0,0.390277229432977,33,1340.0,0.13501351924875804,23,1648.0,0.12843751021055283,0,21.0,0.8989562258576004,4,132.0,0.18992583212524342,23,1312.0,0.08442114990354171,11,375.0,0.35669515433767607,207,9874.0
300.0,379,62,188,359,738,0,3800.0,10.026385224274406,3.9692278310298623,33,922.0,0.07583221479464307,25,905.0,0.10074089738403222,3,109.0,0.5824450921596229,7,164.0,0.2463134848404041,37,1836.0,0.0,5,798.0,0.3404344939723493,1,24.0,0.5779495262186705,0,7.0,0.8723914209600822,3,9.0,0.4640692523755687,6,84.0,0.4910020025040841,31,1634.0,0.12439168173642942,11,1777.0,0.22626379096163546,1,24.0,0.27987942108405856,4,179.0,0.48354425719638994,6,639.0,0.39821004010554933,15,506.0,0.3021124490743311,188,9617.0
310.0,387,74,232,371,758,0,5223.0,13.496124031007753,3.5495168577459957,36,1280.0,0.09694722346477279,25,1155.0,0.13295301340750104,3,139.0,0.24002753199801816,5,52.0,0.0857343294913842,36,2192.0,0.0868446516226234,8,796.0,0.3278745634297539,12,92.0,0.254903039161119,1,9.0,0.24742541861886208,0,0.0,0.8906862453204365,9,151.0,0.34764442162494047,35,1949.0,0.09726506511621136,21,1932.0,0.0737057042050238,7,90.0,0.3863380596281863,1,8.0,0.38819805098380883,7,645.0,0.44205066425049633,26,714.0,0.1773943604465692,232,11204.0
320.0,395,73,221,388,783,0,5386.0,13.635443037974683,3.9838259306946884,24,1130.0,0.15365041020969047,11,874.0,0.28247255261342685,3,169.0,0.0,1,17.0,0.7234937337511688,22,1767.0,0.25004468038355354,18,954.0,0.3943840476988496,18,265.0,0.20841868757938994,0,15.0,0.8026719130692398,0,18.0,0.8768726702585989,9,241.0,0.2928333423352308,37,2317.0,0.026238635399625457,29,2201.0,0.031678578045503086,1,26.0,0.5827043438542242,0,18.0,0.8462901867176705,19,778.0,0.22733940296480584,29,999.0,0.06404616329878128,221,11789.0
330.0,395,81,192,404,799,0,4382.0,11.09367088607595,3.7278751969914303,13,1277.0,0.19773187554934063,7,886.0,0.23758948441594707,0,7.0,0.8500035318990943,1,28.0,0.805631850837739,16,1099.0,0.2531110831734795,24,1152.0,0.13208748233990664,6,244.0,0.16593431928750424,0,22.0,0.849772878258339,1,19.0,0.5669535604545476,9,331.0,0.23802787346938362,22,1865.0,0.19598837280296325,29,2519.0,0.16228126220453984,1,26.0,0.49639052296888875,1,20.0,0.4961356002020803,33,1045.0,0.027555557173855848,29,1289.0,0.031209943865918167,192,11829.0
340.0,405,87,211,420,825,0,4421.0,10.91604938271605,3.4715592587567907,20,1434.0,0.16413974711779372,19,1029.0,0.16783576401344086,0,5.0,0.5433891794163379,3,39.0,0.6620078431401836,9,1005.0,0.2329359782806484,36,1466.0,0.051624354471183895,7,212.0,0.0075968126562828055,1,19.0,0.5411856064693815,7,73.0,0.2900232926158179,2,95.0,0.49482860617775726,12,2009.0,0.21662555820266635,36,2863.0,0.12139558890943372,1,36.0,0.7219272351580378,6,73.0,0.0,23,957.0,0.17455084668741097,29,1597.0,0.11164253989985072,211,12912.0
350.0,414,87,230,435,849,0,4724.0,11.41062801932367,3.6780647710858667,35,1716.0,0.07609637569415222,25,1269.0,0.13327168385553073,0,0.0,0.5001479475330022,4,76.0,0.1868344954140068,17,1046.0,0.20651328995924623,21,1129.0,0.12299790656258389,10,333.0,0.4735610087181813,8,81.0,0.4178821684832675,7,143.0,0.3508187484654863,2,43.0,0.6326903063194648,25,2183.0,0.12237602013913751,24,2380.0,0.15443272057826493,1,64.0,0.7860026278223038,0,6.0,0.8592829015122646,15,1051.0,0.16827549322298396,36,1937.0,0.050192250923359945,230,13457.0
360.0,410,89,209,461,871,0,3593.0,8.763414634146342,3.8373063348585332,36,2075.0,0.09445999060138674,11,981.0,0.2206195587367234,0,18.0,0.8423076402482617,4,116.0,0.41390196578629534,33,1289.0,0.07270029617992338,9,1180.0,0.11960966544470897,13,445.0,0.3251911645745827,8,161.0,0.26555986961641415,3,29.0,0.6345317986038463,2,81.0,0.7380174630406063,35,2450.0,0.08622470285462804,10,2390.0,0.1380660368720871,2,16.0,0.5162375145529903,0,2.0,0.9122425080843068,21,1220.0,0.17596813068645645,22,1661.0,0.19560944435342453,209,14114.0
370.0,415,100,223,477,892,0,3427.0,8.257831325301204,3.5580341321400586,25,1721.0,0.15812235789972076,8,973.0,0.3644421938017331,2,16.0,0.31576830948670154,4,156.0,0.31478545638035316,36,1644.0,0.07256202119557568,20,1321.0,0.14184689677505236,18,619.0,0.14305563511090516,8,241.0,0.2577760526047422,2,22.0,0.4837503893183277,3,21.0,0.6853446055916952,25,2044.0,0.053781803974979364,21,2552.0,0.18643530362967764,3,43.0,0.589229524097474,3,14.0,0.46497638309628686,34,1493.0,0.07629305837642425,11,1790.0,0.20756717827708493,223,14670.0
380.0,396,112,211,508,904,0,3422.0,8.641414141414142,3.7829218158303015,12,1868.0,0.210518838134894,8,614.0,0.26147123179842047,6,73.0,0.43343360893418864,2,21.0,0.6120798616982779,36,2004.0,0.09579942055080776,28,1570.0,0.19618204190694122,6,405.0,0.1463849461850678,0,79.0,0.603596136506253,3,23.0,0.6642161909521451,2,30.0,0.711235249878817,14,2195.0,0.2077213048575151,34,2825.0,0.06391690244715494,0,0.0,0.7340337788804386,2,14.0,0.6658357835950383,36,1861.0,0.08589893003169444,22,1943.0,0.09774102439939612,211,15525.0
390.0,400,114,213,526,926,0,4272.0,10.68,3.34856306496543,9,1403.0,0.20987754542576473,9,603.0,0.3538226553906076,2,10.0,0.3757976403406024,0,18.0,0.9047444261245472,36,2364.0,0.0,28,1850.0,0.03263137003621409,9,427.0,0.006673539431025261,4,102.0,0.46917766265109045,1,19.0,0.5132724191776433,3,17.0,0.5363188652826053,17,2232.0,0.0752556791317826,36,3187.0,0.12183215833443357,3,23.0,0.518937016433729,1,8.0,0.4569437455284304,25,1610.0,0.05683780250563402,30,2238.0,0.16571280462280732,213,16111.0
400.0,396,124,200,552,948,0,4116.0,10.393939393939394,3.488680514084933,7,1280.0,0.23238022903747124,9,347.0,0.23557791976239045,0,7.0,0.782923164300088,2,27.0,0.5665841549373088,22,1965.0,0.07892691599359543,28,2148.0,0.18500214724774164,12,551.0,0.2819747059101709,8,170.0,0.1087868496139847,2,26.0,0.7019885218602526,7,65.0,0.5143301119244598,26,2446.0,0.12344602800707354,23,2616.0,0.09380074939142939,0,20.0,0.7959361005444328,0,0.0,0.4902191128220276,18,1833.0,0.1863332363386554,36,2589.0,0.0,200,16090.0
410.0,402,130,183,564,966,0,2928.0,7.2835820895522385,3.9259889353142707,19,1415.0,0.1516150913404138,8,349.0,0.2520247452951851,0,18.0,0.8567885832784842,6,73.0,0.4001675192637636,12,1937.0,0.24268447584498695,23,1707.0,0.07093985044046792,12,682.0,0.4218518015798707,8,250.0,0.1822317500680916,2,23.0,0.5064545395776177,1,13.0,0.45428602284606456,33,2739.0,0.1563699000217612,12,2621.0,0.21898059650399093,4,33.0,0.5641280365128717,0,18.0,0.8787002613019844,22,1943.0,0.1451721991118162,21,2116.0,0.21042448287080376,183,15937.0
420.0,415,134,230,571,986,0,3341.0,8.050602409638554,3.6881860126125385,32,1670.0,0.09666625578208858,19,486.0,0.12871686214154143,2,31.0,0.541576681242487,3,13.0,0.4812470525316408,20,2079.0,0.2085647652430757,13,1847.0,0.18787585544977833,17,814.0,0.16470926514902143,8,330.0,0.2518138190074627,2,9.0,0.4942690765867947,7,71.0,0.5379975264499022,36,3089.0,0.072391898911249,21,2765.0,0.19027679822518276,1,6.0,0.4180713615583292,1,9.0,0.6509727096189127,36,2237.0,0.18056501345033524,12,2156.0,0.2036220192977291,230,17612.0
430.0,419,144,241,589,1008,0,3738.0,8.921241050119331,3.798163349060294,25,1393.0,0.16549782562061102,19,694.0,0.30742099478479357,1,13.0,0.1938061921067464,0,11.0,0.8920235345567931,34,2355.0,0.14843774450327565,23,2012.0,0.14657424874241054,5,449.0,0.22255716589732666,3,105.0,0.6389557809089702,0,0.0,0.9785404872850487,11,151.0,0.2592435500215699,23,2594.0,0.09000180231266429,29,3052.0,0.130799356921468,4,30.0,0.539399450027968,6,57.0,0.4720942033605215,36,2597.0,0.04961494777777291,22,2315.0,0.2034086531227236,241,17828.0
440.0,414,154,242,608,1022,0,4066.0,9.821256038647343,3.269318357125271,14,1446.0,0.20300987420273567,10,425.0,0.21648258654140187,6,64.0,0.0,3,15.0,0.5746595599709354,36,2714.0,0.09116398047807742,30,2288.0,0.16075332275148582,7,409.0,0.00911196785128719,2,64.0,0.6070585223714136,3,26.0,0.5763248501119145,14,285.0,0.20657400663417202,15,2773.0,0.20223964195571723,35,3387.0,6.661946572409716e-07,7,76.0,0.043557855773214846,7,120.0,0.28782735659817676,24,2157.0,0.1266456604516402,29,2609.0,0.14475819439811002,242,18858.0
450.0,417,156,204,627,1044,0,3773.0,9.047961630695443,3.6922410758961757,9,987.0,0.18286435259500183,8,492.0,0.3344771850799951,0,18.0,0.8614683943557289,7,74.0,0.21295919900049332,24,2231.0,0.1381760285984396,30,2606.0,0.1443731885004469,11,532.0,0.28202129802578796,8,124.0,0.3877789258698713,0,21.0,0.5501405644661883,14,425.0,0.16796229291094916,22,2938.0,0.07083749617220937,20,2633.0,0.20821077602010954,0,50.0,0.7335618764399973,2,15.0,0.5252369257730053,13,2209.0,0.16925473784444942,36,2946.0,0.051772598721317606,204,18301.0
