step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
420.0,394,77,157,649,1043,0,2178.0,5.527918781725888,4.23955388703036,22,1185.0,0.1093679350063045,16,1016.0,0.1678106888535706,8,1279.0,0.3399163898636171,1,27.0,0.6623029452965478,23,1596.0,0.06699289624895854,6,933.0,0.28470999521589424,1,19.0,0.48732075812381537,2,14.0,0.03995708160813175,10,515.0,0.46467840783044984,6,55.0,0.2876907754212198,6,889.0,0.33242607919232786,18,304.0,0.0435101866263632,6,77.0,0.40587993416585655,7,75.0,2.1303852494867718e-06,5,854.0,0.26590599456449476,20,829.0,0.3069569418466712,157,9667.0
430.0,402,80,187,670,1072,0,2617.0,6.509950248756219,3.858049865206367,35,1481.0,0.09535820264428028,7,1086.0,0.27211775256283294,19,1420.0,0.08722712888835922,1,4.0,0.29863246689002915,11,1653.0,0.18732839313287286,19,1070.0,0.21253452921988114,7,73.0,0.4952331530739324,0,4.0,0.7900248264567341,2,188.0,0.3189559964410427,0,24.0,0.7225114654888902,18,1002.0,0.1663112019497611,23,534.0,0.18442912349357382,3,11.0,0.18499928289516668,7,181.0,0.5106186071494248,8,833.0,0.3014448773337216,27,1060.0,0.06556027993556356,187,10624.0
440.0,412,77,233,687,1099,0,4022.0,9.762135922330097,3.6263793863422,23,1221.0,0.14588065588333976,21,1256.0,0.2600893330953134,21,1630.0,5.344003010416111e-07,1,14.0,0.7255655742621754,19,1791.0,0.24174122009497598,29,1336.0,0.05891663496953873,7,143.0,0.28607234988028496,1,5.0,0.6099414705106394,5,57.0,0.38776674121220434,0,18.0,0.7105417095309886,20,734.0,0.10376782319844405,23,776.0,0.2167473646680899,5,57.0,0.0,10,244.0,0.33362777367643903,21,978.0,0.1264312862164858,27,1330.0,0.1209444982718619,233,11590.0
450.0,413,85,234,702,1115,0,5188.0,12.561743341404359,3.5595799818611784,13,1379.0,0.205305400015609,29,1512.0,0.08809807943351272,5,1185.0,0.34790354999623435,1,42.0,0.8354800548039137,32,2054.0,0.1286705378285991,29,1626.0,0.11368959550424856,7,213.0,0.0,0,1.0,0.511678743271338,0,5.0,0.5867159204033401,3,13.0,0.38095589005273484,10,472.0,0.30562003089128137,31,1043.0,0.10414253998390031,0,18.0,0.813713156567815,13,367.0,0.06520425501789653,34,1264.0,0.0012495192349359192,27,1600.0,0.09238239084961958,234,12794.0
460.0,416,93,232,723,1139,0,5452.0,13.10576923076923,3.7773300740574336,22,1545.0,0.1515651280636367,29,1802.0,0.08885559645878258,2,278.0,0.6026581785207978,2,50.0,0.5749089279179365,36,2410.0,1.741829615914182e-06,14,1202.0,0.12119206463783319,7,301.0,0.3836719475534063,0,0.0,0.9337907255314148,0,0.0,0.9833484072312684,6,22.0,0.2989762285230753,12,481.0,0.26579238333663574,37,1404.0,0.07133200549256305,3,22.0,0.5155122347107597,13,504.0,0.2633396176056819,36,1637.0,0.1261752400389784,13,1203.0,0.2502613906866818,232,12861.0
470.0,421,90,175,745,1166,0,3041.0,7.223277909738718,3.821956411106292,21,1272.0,0.15983750742783837,14,1408.0,0.23282926579311355,5,229.0,0.37732582389599134,12,123.0,0.014793340152765557,22,1811.0,0.0704051478704103,9,1304.0,0.274559201854683,10,386.0,0.2498721362077301,0,0.0,0.9445912237030009,0,18.0,0.8666390603581642,3,37.0,0.41923451533796646,24,663.0,0.05614270705248472,22,1175.0,0.10488361509500635,0,20.0,0.6137079385814364,1,239.0,0.35620399187041557,24,1433.0,0.16192315732643972,8,1175.0,0.24486434993681372,175,11293.0
480.0,413,102,185,765,1178,0,2462.0,5.961259079903147,3.8472215105006713,17,1384.0,0.1556918845110568,10,1421.0,0.21069169612873098,10,305.0,0.48199161589079975,19,305.0,2.9830640353249023e-06,4,1289.0,0.3369869266029237,21,1463.0,0.13220902695179812,13,505.0,0.25116280873687624,1,4.0,0.0,2,10.0,0.6599313979343988,3,34.0,0.6344974581050921,36,981.0,0.00013423176343287113,8,778.0,0.3522638603731059,0,23.0,0.6471047881124948,6,67.0,0.4050766760455458,15,1587.0,0.13510848194830286,20,1321.0,0.009229769885053963,185,11477.0
490.0,420,104,194,788,1208,0,2197.0,5.230952380952381,3.6078771620210373,21,1507.0,0.1604647827926689,9,932.0,0.23388099291191425,7,85.0,0.16280498274183433,19,513.0,0.20785249870147132,10,1323.0,0.3502624003029332,21,1134.0,0.07993884105197367,2,192.0,0.47249736931240804,1,32.0,0.7142927118312653,1,24.0,0.8370624382580167,4,17.0,0.5141927775070546,23,946.0,0.17949483759640528,6,722.0,0.3247084727704038,12,89.0,0.24414012197253473,10,135.0,0.012055448545390193,22,1747.0,0.04439515490054178,26,1579.0,0.16276350083996813,194,10977.0
500.0,431,108,216,797,1228,0,2816.0,6.533642691415313,3.56605190496794,34,1790.0,0.09319315677542406,6,812.0,0.2796983207816917,3,107.0,0.5819478442580025,26,751.0,0.1530979067659517,22,1486.0,0.035544414647564644,13,1272.0,0.09540575898466616,5,156.0,0.3238052245135594,2,25.0,0.25566233848722236,2,15.0,0.6601398437263435,2,11.0,0.6851056926570367,17,1119.0,0.20428886003889407,18,865.0,0.19040538212901034,18,250.0,0.05088119968209568,0,59.0,0.6275626272696553,34,2031.0,0.09555165761608456,14,1146.0,0.18104485359784483,216,11895.0
510.0,427,113,247,820,1247,0,3980.0,9.320843091334895,3.307986404474974,36,2149.0,0.09678330683950888,19,941.0,0.11769441417022136,4,113.0,0.3004033920951198,26,1009.0,0.2479413660390902,20,1131.0,0.07381794493160569,21,1466.0,0.16524748274329232,11,248.0,0.4296794289718101,8,92.0,0.2553424707535993,4,28.0,0.4476453961549074,3,14.0,0.5091721432436025,22,1297.0,0.10221726367619886,24,1087.0,0.2035520816957656,18,437.0,0.21604856125112923,0,7.0,0.8462589196991323,23,1609.0,0.2172691130369614,8,1216.0,0.28165712431698775,247,12844.0
520.0,434,127,224,831,1265,0,4585.0,10.564516129032258,3.8627507240011694,25,1580.0,0.1605114648287075,21,1169.0,0.2782531948102141,9,214.0,0.46179468236448484,26,1253.0,0.16810338316878937,11,1136.0,0.239263800418489,21,1119.0,0.09749906712933189,11,368.0,0.41176854202287155,0,27.0,0.7212959247565734,2,5.0,0.5361201301114266,1,14.0,0.7617809172465261,36,1596.0,0.0005941582008752552,24,1327.0,0.10077245326140148,18,610.0,0.11910217450820723,0,10.0,0.8721221392018466,10,1660.0,0.2237729932828283,9,788.0,0.3025589142268987,224,12876.0
530.0,440,129,212,847,1287,0,4211.0,9.570454545454545,3.7056030120093744,11,1722.0,0.2197078293900776,29,1428.0,0.11462479062121513,11,309.0,0.23234357684032894,16,981.0,0.17711719160386338,19,1259.0,0.266436440556612,14,1187.0,0.2234120331980879,15,491.0,0.0029713647182078723,0,0.0,0.38986481734837164,0,0.0,0.8829820854790129,4,25.0,0.3474445401007151,22,1469.0,0.18131902005374304,24,1585.0,0.2261981146126893,18,796.0,0.20072223733435512,0,3.0,0.8944781344355968,19,1795.0,0.06275245417768271,10,837.0,0.23701725954892272,212,13887.0
540.0,436,133,250,871,1307,0,4635.0,10.630733944954128,3.1479496598770247,19,1866.0,0.1324772475332013,29,1718.0,0.09073477857387999,15,453.0,0.0,6,943.0,0.1960283605947318,33,1525.0,0.002586176891549341,20,1333.0,0.2609880894831883,18,669.0,0.24530283482924303,6,50.0,0.42336983860254707,3,9.0,0.4079682252699942,0,0.0,0.7621182029964578,7,1201.0,0.29438361465596063,33,1869.0,0.09145152055946226,3,529.0,0.1436859431258448,3,56.0,0.6843875695865638,33,2067.0,0.0015302847151487653,22,1006.0,0.1122295324576218,250,15294.0
550.0,437,139,268,896,1333,0,6317.0,14.45537757437071,3.1901589178018823,17,1433.0,0.1803779753921535,29,2026.0,0.18239561410898417,15,615.0,0.23146417606580214,18,1078.0,0.213007574638618,36,1882.0,2.281957308627083e-06,31,1610.0,0.14337431219595384,18,849.0,0.0,0,18.0,0.5289374641464494,0,0.0,0.914184107129756,3,11.0,0.48287464314387724,12,1276.0,0.1667285564050207,36,2227.0,0.0736981076305464,8,560.0,0.3053352949427168,1,34.0,0.4663797458603279,22,1696.0,0.1960621369915498,22,1244.0,0.2584377273790631,268,16559.0
560.0,435,143,222,918,1353,0,4687.0,10.77471264367816,3.5574735305955754,12,1587.0,0.15160623577942905,21,1555.0,0.1469858391518616,15,755.0,0.22487574697066073,18,1254.0,0.24113814829089456,23,1636.0,0.12985440215803942,21,1277.0,0.1666599739292576,2,535.0,0.5042860857660627,0,18.0,0.8741653029228382,2,28.0,0.7151912857160928,0,0.0,0.8700314762826722,26,1476.0,0.13778721191662327,22,1834.0,0.09732532888661422,11,675.0,0.3315537553145457,7,78.0,0.3741187581059382,14,1865.0,0.22948093557151572,28,1497.0,0.031826631924167716,222,16070.0
570.0,440,149,195,931,1371,0,3051.0,6.9340909090909095,3.4727732248857324,21,1741.0,0.1330329581190405,11,1692.0,0.19643818233448354,1,415.0,0.40893464640038246,18,1449.0,0.2058062084654907,15,1816.0,0.11853135811293232,11,1399.0,0.16113231445632387,9,576.0,0.13636841074257194,0,8.0,0.8182122894887454,2,23.0,0.553296500854343,0,0.0,0.9501032263775072,36,1806.0,0.08262029340084469,13,1991.0,0.19128596160655756,15,803.0,0.23080962391641416,2,21.0,0.47992185229063633,13,1397.0,0.14911873283330482,28,1797.0,0.14303314408176385,195,16934.0
580.0,449,157,249,946,1395,0,3827.0,8.523385300668151,3.261738347077782,21,1357.0,0.15960429513375335,22,1869.0,0.15237472177219202,7,365.0,0.46933736777608825,25,1670.0,0.15936032996060376,23,2004.0,0.1514794633189783,23,1571.0,0.014197103161149225,18,727.0,0.21912039520587548,2,19.0,0.4332829682432198,2,9.0,0.5062475414763971,0,7.0,0.9240025313642896,36,2166.0,0.02567763011663275,22,2141.0,0.1644340486100204,17,969.0,0.152585194027815,1,16.0,0.543337174863908,10,1279.0,0.21516365608782814,20,1238.0,0.17804428728569427,249,17407.0
590.0,447,162,223,967,1414,0,3243.0,7.25503355704698,3.6924614960474336,15,1513.0,0.18879000698131243,35,2171.0,0.09647621728356084,1,73.0,0.31611264353515056,10,1237.0,0.37294489162819006,35,2284.0,0.1835464655880071,30,1852.0,0.13538648897843847,4,405.0,0.1967515058653555,2,57.0,0.6704129962577045,0,0.0,0.9450351147190053,3,14.0,0.6086977976547875,22,1852.0,0.19313883617590646,31,2436.0,0.1180119460232222,3,569.0,0.41203773677320243,1,44.0,0.7546560049933122,20,1412.0,0.086622477136435,11,1252.0,0.2663583078812484,223,17171.0
600.0,453,166,248,981,1434,0,4069.0,8.98233995584989,3.1014834077015783,19,1554.0,0.12959132435671866,36,2525.0,0.07310038621776399,7,51.0,0.39523350518576356,11,1319.0,0.14680909660519334,36,2641.0,0.022229536389581982,30,2148.0,0.20132765829356533,8,380.0,0.04483115142056802,0,17.0,0.8665957681172265,0,0.0,0.9592720191646451,2,12.0,0.5774286078703741,13,2014.0,0.11236353209392244,36,2783.0,0.07178293810646635,9,486.0,0.307329816211726,3,63.0,0.523048828392445,18,1007.0,0.0901296000658925,20,1418.0,0.14374389081673253,248,18418.0
