run,episode,reward,reward_mean,reward_std,reward_min,reward_max
1,1,-244.54000000000025,-214.58600000000007,32.81023895066923,-244.64000000000036,-175.87999999999988
1,2,-223.68999999999994,-214.58600000000007,32.81023895066923,-244.64000000000036,-175.87999999999988
1,3,-244.64000000000036,-214.58600000000007,32.81023895066923,-244.64000000000036,-175.87999999999988
1,4,-184.17999999999992,-214.58600000000007,32.81023895066923,-244.64000000000036,-175.87999999999988
1,5,-175.87999999999988,-214.58600000000007,32.81023895066923,-244.64000000000036,-175.87999999999988
